uwi,tvd_ss,interval velocity,average velocity,twt picked,vp
NO 15/6-9 S,2948.25,4106.849315068331,,,4132.141772591212
NO 15/6-9 S,2948.4,4106.849315068331,,,4062.741091960305
NO 15/6-9 S,2948.55,4106.849315068331,,,4089.89119252398
NO 15/6-9 S,2948.7,4106.849315068331,,,4204.9557224232585
NO 15/6-9 S,2948.85,4106.849315068331,,,4142.113072892086
NO 15/6-9 S,2949.01,4106.849315068331,,,4081.500931795415
NO 15/6-9 S,2949.16,4106.849315068331,,,4054.4299236083143
NO 15/6-9 S,2949.31,4106.849315068331,,,4034.614023248801
NO 15/6-9 S,2949.46,4106.849315068331,,,4125.1445424662525
NO 15/6-9 S,2949.61,4106.849315068331,,,4157.900358537057
NO 15/6-9 S,2949.77,4106.849315068331,,,4141.607090300894
NO 15/6-9 S,2949.92,4106.849315068331,,,4260.715531817817
NO 15/6-9 S,2950.07,4106.849315068331,,,4226.242637352885
NO 15/6-9 S,2950.22,4106.849315068331,,,4305.865640039804
NO 15/6-9 S,2950.37,4106.849315068331,,,4201.913524950516
NO 15/6-9 S,2950.53,4106.849315068331,,,4228.420730637252
NO 15/6-9 S,2950.68,4106.849315068331,,,4255.269840370142
NO 15/6-9 S,2950.83,4106.849315068331,,,4123.931725117221
NO 15/6-9 S,2950.98,4106.849315068331,,,4156.7504030943255
NO 15/6-9 S,2951.13,4106.849315068331,,,4213.417911339071
NO 15/6-9 S,2951.29,4106.849315068331,,,4214.967782047446
NO 15/6-9 S,2951.44,4106.849315068331,,,4271.508756312667
NO 15/6-9 S,2951.59,4106.849315068331,,,4297.25015466153
NO 15/6-9 S,2951.74,4106.849315068331,,,4191.748855933112
NO 15/6-9 S,2951.89,4106.849315068331,,,4226.010010153239
NO 15/6-9 S,2952.05,4106.849315068331,,,4233.103452298632
NO 15/6-9 S,2952.2,4106.849315068331,,,4170.263884119204
NO 15/6-9 S,2952.35,4106.849315068331,,,4140.657370112007
NO 15/6-9 S,2952.5,4106.849315068331,,,4140.746247244936
NO 15/6-9 S,2952.65,4106.849315068331,,,4066.5049670597086
NO 15/6-9 S,2952.8,4106.849315068331,,,4066.063391635809
NO 15/6-9 S,2952.96,4106.849315068331,,,4024.5704781118425
NO 15/6-9 S,2953.11,4106.849315068331,,,4037.79631702106
NO 15/6-9 S,2953.2,4106.849315068331,2273.0036559553587,2598.5,
NO 15/6-9 S,2953.26,4167.123287671138,,,4025.2630155453335
NO 15/6-9 S,2953.41,4167.123287671138,,,3990.6936186871294
NO 15/6-9 S,2953.56,4167.123287671138,,,4000.033071139565
NO 15/6-9 S,2953.71,4167.123287671138,,,4050.168943070677
NO 15/6-9 S,2953.87,4167.123287671138,,,4028.200043480244
NO 15/6-9 S,2954.02,4167.123287671138,,,4037.0770026080745
NO 15/6-9 S,2954.17,4167.123287671138,,,4063.3146542616487
NO 15/6-9 S,2954.32,4167.123287671138,,,4109.344701082249
NO 15/6-9 S,2954.47,4167.123287671138,,,4091.282856102011
NO 15/6-9 S,2954.62,4167.123287671138,,,4113.70285488009
NO 15/6-9 S,2954.78,4167.123287671138,,,4193.944620942672
NO 15/6-9 S,2954.93,4167.123287671138,,,4242.866228747563
NO 15/6-9 S,2955.08,4167.123287671138,,,4253.460471983399
NO 15/6-9 S,2955.23,4167.123287671138,,,4166.197946616625
NO 15/6-9 S,2955.38,4167.123287671138,,,4251.898776909512
NO 15/6-9 S,2955.53,4167.123287671138,,,4327.440130334319
NO 15/6-9 S,2955.69,4167.123287671138,,,4499.758403719564
NO 15/6-9 S,2955.84,4167.123287671138,,,4640.496277326289
NO 15/6-9 S,2955.99,4167.123287671138,,,4723.728521990599
NO 15/6-9 S,2956.14,4167.123287671138,,,5175.362963078676
NO 15/6-9 S,2956.29,4167.123287671138,,,5209.755026994839
NO 15/6-9 S,2956.44,4167.123287671138,,,5275.041129052635
NO 15/6-9 S,2956.59,4167.123287671138,,,5186.04246769868
NO 15/6-9 S,2956.75,4167.123287671138,,,5209.890382060338
NO 15/6-9 S,2956.9,4167.123287671138,,,5196.7484177026345
NO 15/6-9 S,2957.05,4167.123287671138,,,4856.763712709042
NO 15/6-9 S,2957.2,4167.123287671138,,,4510.708047973333
NO 15/6-9 S,2957.35,4167.123287671138,,,4324.9409896707975
NO 15/6-9 S,2957.5,4167.123287671138,,,4223.390182363716
NO 15/6-9 S,2957.66,4167.123287671138,,,4138.02765961953
NO 15/6-9 S,2957.81,4167.123287671138,,,4131.411973748184
NO 15/6-9 S,2957.96,4167.123287671138,,,4104.899577429679
NO 15/6-9 S,2958.11,4167.123287671138,,,4173.532410464175
NO 15/6-9 S,2958.26,4167.123287671138,,,4184.754149812551
NO 15/6-9 S,2958.41,4167.123287671138,,,4147.343353086281
NO 15/6-9 S,2958.57,4167.123287671138,,,4161.215424402335
NO 15/6-9 S,2958.72,4167.123287671138,,,4125.526451283868
NO 15/6-9 S,2958.87,4167.123287671138,,,4172.378933593057
NO 15/6-9 S,2959.02,4167.123287671138,,,4124.004819998285
NO 15/6-9 S,2959.17,4167.123287671138,,,4069.6807316773247
NO 15/6-9 S,2959.32,4167.123287671138,,,4049.198828548712
NO 15/6-9 S,2959.48,4167.123287671138,,,4066.126312986605
NO 15/6-9 S,2959.63,4167.123287671138,,,4145.315616551778
NO 15/6-9 S,2959.78,4167.123287671138,,,4138.8997370549405
NO 15/6-9 S,2959.93,4167.123287671138,,,4170.810565834494
NO 15/6-9 S,2960.08,4167.123287671138,,,4232.797179023991
NO 15/6-9 S,2960.23,4167.123287671138,,,4319.582190963514
NO 15/6-9 S,2960.39,4167.123287671138,,,4383.639188526256
NO 15/6-9 S,2960.54,4167.123287671138,,,4496.462576242922
NO 15/6-9 S,2960.69,4167.123287671138,,,4468.661750161344
NO 15/6-9 S,2960.84,4167.123287671138,,,4587.726266870204
NO 15/6-9 S,2960.99,4167.123287671138,,,4612.627794986855
NO 15/6-9 S,2961.14,4167.123287671138,,,4500.895970679203
NO 15/6-9 S,2961.29,4167.123287671138,,,4364.681137703972
NO 15/6-9 S,2961.45,4167.123287671138,,,4452.763671759442
NO 15/6-9 S,2961.6,4167.123287671138,,,4562.335376854441
NO 15/6-9 S,2961.75,4167.123287671138,,,4693.831446175937
NO 15/6-9 S,2961.9,4167.123287671138,,,4723.690454456837
NO 15/6-9 S,2962.05,4167.123287671138,,,4718.697948991929
NO 15/6-9 S,2962.2,4167.123287671138,,,4658.160836451638
NO 15/6-9 S,2962.36,4167.123287671138,,,4480.193224501483
NO 15/6-9 S,2962.51,4167.123287671138,,,4421.617473512727
NO 15/6-9 S,2962.66,4167.123287671138,,,4097.9176447621685
NO 15/6-9 S,2962.81,4167.123287671138,,,4097.040721466289
NO 15/6-9 S,2962.96,4167.123287671138,,,4139.470832212906
NO 15/6-9 S,2963.11,4167.123287671138,,,4167.872268389096
NO 15/6-9 S,2963.27,4167.123287671138,,,4202.85620481809
NO 15/6-9 S,2963.42,4167.123287671138,,,4218.984683618366
NO 15/6-9 S,2963.57,4167.123287671138,,,4196.078566339823
NO 15/6-9 S,2963.72,4167.123287671138,,,4206.852366257842
NO 15/6-9 S,2963.87,4167.123287671138,,,4309.071245290488
NO 15/6-9 S,2964.02,4167.123287671138,,,4433.125688130772
NO 15/6-9 S,2964.18,4167.123287671138,,,4451.947449492744
NO 15/6-9 S,2964.33,4167.123287671138,,,4424.243110417089
NO 15/6-9 S,2964.48,4167.123287671138,,,4435.24735307552
NO 15/6-9 S,2964.63,4167.123287671138,,,4504.342745015631
NO 15/6-9 S,2964.78,4167.123287671138,,,4529.560958037808
NO 15/6-9 S,2964.93,4167.123287671138,,,4673.375802584832
NO 15/6-9 S,2965.08,4167.123287671138,,,4720.572465433577
NO 15/6-9 S,2965.24,4167.123287671138,,,4734.488105219961
NO 15/6-9 S,2965.39,4167.123287671138,,,4635.344532475775
NO 15/6-9 S,2965.54,4167.123287671138,,,4622.210845301974
NO 15/6-9 S,2965.69,4167.123287671138,,,4621.584985307362
NO 15/6-9 S,2965.84,4167.123287671138,,,4477.379757454698
NO 15/6-9 S,2965.99,4167.123287671138,,,4407.164765932269
NO 15/6-9 S,2966.15,4167.123287671138,,,4444.518325326493
NO 15/6-9 S,2966.3,4167.123287671138,,,4315.264625674862
NO 15/6-9 S,2966.45,4167.123287671138,,,4340.947223737804
NO 15/6-9 S,2966.6,4167.123287671138,,,4251.459905022833
NO 15/6-9 S,2966.75,4167.123287671138,,,4237.043688952618
NO 15/6-9 S,2966.9,4167.123287671138,,,4145.969690349929
NO 15/6-9 S,2967.06,4167.123287671138,,,4229.821993603366
NO 15/6-9 S,2967.21,4167.123287671138,,,4328.1609348827615
NO 15/6-9 S,2967.36,4167.123287671138,,,4586.256607978733
NO 15/6-9 S,2967.51,4167.123287671138,,,4769.422369435889
NO 15/6-9 S,2967.66,4167.123287671138,,,5004.392799519395
NO 15/6-9 S,2967.81,4167.123287671138,,,5072.518035897053
NO 15/6-9 S,2967.97,4167.123287671138,,,4840.571613064906
NO 15/6-9 S,2968.12,4167.123287671138,,,4721.950983732043
NO 15/6-9 S,2968.27,4167.123287671138,,,4601.030431559446
NO 15/6-9 S,2968.41,4167.123287671138,2278.309924015657,2605.8,
NO 15/6-9 S,2968.42,4222.535211267727,,,4664.100595223705
NO 15/6-9 S,2968.57,4222.535211267727,,,4802.44433072077
NO 15/6-9 S,2968.72,4222.535211267727,,,4721.166190006493
NO 15/6-9 S,2968.88,4222.535211267727,,,4790.444007206413
NO 15/6-9 S,2969.03,4222.535211267727,,,4893.814815350009
NO 15/6-9 S,2969.18,4222.535211267727,,,5039.3025922648685
NO 15/6-9 S,2969.33,4222.535211267727,,,5034.2678716096525
NO 15/6-9 S,2969.48,4222.535211267727,,,5133.127009022212
NO 15/6-9 S,2969.63,4222.535211267727,,,5121.869576498012
NO 15/6-9 S,2969.78,4222.535211267727,,,5181.725035025095
NO 15/6-9 S,2969.94,4222.535211267727,,,5249.287781180477
NO 15/6-9 S,2970.09,4222.535211267727,,,5248.085688429004
NO 15/6-9 S,2970.24,4222.535211267727,,,5213.172222138604
NO 15/6-9 S,2970.39,4222.535211267727,,,5178.68326201317
NO 15/6-9 S,2970.54,4222.535211267727,,,5450.624282459648
NO 15/6-9 S,2970.69,4222.535211267727,,,5172.162768369577
NO 15/6-9 S,2970.85,4222.535211267727,,,4945.530209352666
NO 15/6-9 S,2971.0,4222.535211267727,,,4725.152102460149
NO 15/6-9 S,2971.15,4222.535211267727,,,4550.246635907716
NO 15/6-9 S,2971.3,4222.535211267727,,,4377.76114573248
NO 15/6-9 S,2971.45,4222.535211267727,,,4154.711760737674
NO 15/6-9 S,2971.6,4222.535211267727,,,3980.7040334797057
NO 15/6-9 S,2971.76,4222.535211267727,,,4013.2003745653687
NO 15/6-9 S,2971.91,4222.535211267727,,,4050.835325304138
NO 15/6-9 S,2972.06,4222.535211267727,,,4033.658818368234
NO 15/6-9 S,2972.21,4222.535211267727,,,3981.316028715634
NO 15/6-9 S,2972.36,4222.535211267727,,,4058.58422520988
NO 15/6-9 S,2972.51,4222.535211267727,,,4055.882826503225
NO 15/6-9 S,2972.67,4222.535211267727,,,4098.653293869004
NO 15/6-9 S,2972.82,4222.535211267727,,,4101.519607632056
NO 15/6-9 S,2972.97,4222.535211267727,,,4086.098163682283
NO 15/6-9 S,2973.12,4222.535211267727,,,4096.442734069098
NO 15/6-9 S,2973.27,4222.535211267727,,,4112.37191169032
NO 15/6-9 S,2973.42,4222.535211267727,,,3963.992177097853
NO 15/6-9 S,2973.57,4222.535211267727,,,3969.990622069397
NO 15/6-9 S,2973.73,4222.535211267727,,,3959.689117636284
NO 15/6-9 S,2973.88,4222.535211267727,,,3916.2603824906673
NO 15/6-9 S,2974.03,4222.535211267727,,,3993.275366207457
NO 15/6-9 S,2974.18,4222.535211267727,,,4076.484369263683
NO 15/6-9 S,2974.33,4222.535211267727,,,4167.82952483325
NO 15/6-9 S,2974.48,4222.535211267727,,,4253.605307293678
NO 15/6-9 S,2974.64,4222.535211267727,,,4155.686637231462
NO 15/6-9 S,2974.79,4222.535211267727,,,4172.302971616021
NO 15/6-9 S,2974.94,4222.535211267727,,,4146.776289582122
NO 15/6-9 S,2975.09,4222.535211267727,,,4067.564270985188
NO 15/6-9 S,2975.24,4222.535211267727,,,3998.5574757872782
NO 15/6-9 S,2975.39,4222.535211267727,,,4030.424415062839
NO 15/6-9 S,2975.55,4222.535211267727,,,4038.942936547385
NO 15/6-9 S,2975.7,4222.535211267727,,,4067.4600526848176
NO 15/6-9 S,2975.85,4222.535211267727,,,4038.983077349971
NO 15/6-9 S,2976.0,4222.535211267727,,,4075.2901839255474
NO 15/6-9 S,2976.15,4222.535211267727,,,4171.710791495896
NO 15/6-9 S,2976.3,4222.535211267727,,,4231.609540169262
NO 15/6-9 S,2976.46,4222.535211267727,,,4247.509987849724
NO 15/6-9 S,2976.61,4222.535211267727,,,4216.51646018463
NO 15/6-9 S,2976.76,4222.535211267727,,,4193.003626783058
NO 15/6-9 S,2976.91,4222.535211267727,,,4213.093515056626
NO 15/6-9 S,2977.06,4222.535211267727,,,4215.265650937005
NO 15/6-9 S,2977.21,4222.535211267727,,,4182.625964556361
NO 15/6-9 S,2977.36,4222.535211267727,,,4238.715913833358
NO 15/6-9 S,2977.52,4222.535211267727,,,4229.75918682047
NO 15/6-9 S,2977.67,4222.535211267727,,,4447.018112407137
NO 15/6-9 S,2977.82,4222.535211267727,,,4754.080819997836
NO 15/6-9 S,2977.97,4222.535211267727,,,5395.862074825807
NO 15/6-9 S,2978.12,4222.535211267727,,,5696.697933713463
NO 15/6-9 S,2978.27,4222.535211267727,,,5597.530915890487
NO 15/6-9 S,2978.43,4222.535211267727,,,4886.912390070525
NO 15/6-9 S,2978.58,4222.535211267727,,,4860.394419093568
NO 15/6-9 S,2978.73,4222.535211267727,,,4522.8953771795
NO 15/6-9 S,2978.88,4222.535211267727,,,4518.939069341697
NO 15/6-9 S,2979.03,4222.535211267727,,,4369.425774594685
NO 15/6-9 S,2979.18,4222.535211267727,,,4345.200520739779
NO 15/6-9 S,2979.34,4222.535211267727,,,4291.901696864166
NO 15/6-9 S,2979.49,4222.535211267727,,,4205.657768738496
NO 15/6-9 S,2979.64,4222.535211267727,,,4153.27888286609
NO 15/6-9 S,2979.79,4222.535211267727,,,4088.4982817039695
NO 15/6-9 S,2979.94,4222.535211267727,,,4118.4747915022135
NO 15/6-9 S,2980.09,4222.535211267727,,,4039.3384920598114
NO 15/6-9 S,2980.24,4222.535211267727,,,4054.1543510200695
NO 15/6-9 S,2980.4,4222.535211267727,,,4090.8161178155046
NO 15/6-9 S,2980.55,4222.535211267727,,,4040.150720950846
NO 15/6-9 S,2980.7,4222.535211267727,,,3938.966184207925
NO 15/6-9 S,2980.85,4222.535211267727,,,3902.357085133864
NO 15/6-9 S,2981.0,4222.535211267727,,,3859.30356790589
NO 15/6-9 S,2981.15,4222.535211267727,,,3857.633088974384
NO 15/6-9 S,2981.3,4222.535211267727,,,3968.535554393871
NO 15/6-9 S,2981.46,4222.535211267727,,,4049.551739334288
NO 15/6-9 S,2981.61,4222.535211267727,,,4000.0850411780416
NO 15/6-9 S,2981.76,4222.535211267727,,,4063.80927188484
NO 15/6-9 S,2981.91,4222.535211267727,,,4054.5178342915374
NO 15/6-9 S,2982.06,4222.535211267727,,,4031.927361812569
NO 15/6-9 S,2982.21,4222.535211267727,,,4044.663810543064
NO 15/6-9 S,2982.36,4222.535211267727,,,3980.644767809435
NO 15/6-9 S,2982.51,4222.535211267727,,,3986.656211721789
NO 15/6-9 S,2982.67,4222.535211267727,,,3917.7382927684175
NO 15/6-9 S,2982.82,4222.535211267727,,,3921.086840881448
NO 15/6-9 S,2982.97,4222.535211267727,,,4025.261420787861
NO 15/6-9 S,2983.12,4222.535211267727,,,4063.06928626216
NO 15/6-9 S,2983.27,4222.535211267727,,,4150.069113355707
NO 15/6-9 S,2983.4,4222.535211267727,2283.5929427073365,2612.9,
NO 15/6-9 S,2983.42,4136.986301369992,,,4112.000200743317
NO 15/6-9 S,2983.57,4136.986301369992,,,4117.922826775685
NO 15/6-9 S,2983.73,4136.986301369992,,,4061.303835760233
NO 15/6-9 S,2983.88,4136.986301369992,,,4076.411313646282
NO 15/6-9 S,2984.03,4136.986301369992,,,4083.942161839071
NO 15/6-9 S,2984.18,4136.986301369992,,,4124.611440086163
NO 15/6-9 S,2984.33,4136.986301369992,,,4186.791907788381
NO 15/6-9 S,2984.48,4136.986301369992,,,4259.305037368834
NO 15/6-9 S,2984.63,4136.986301369992,,,4272.844684198507
NO 15/6-9 S,2984.79,4136.986301369992,,,4248.444815517417
NO 15/6-9 S,2984.94,4136.986301369992,,,4262.308744976614
NO 15/6-9 S,2985.09,4136.986301369992,,,4214.452003019252
NO 15/6-9 S,2985.24,4136.986301369992,,,4185.335096630022
NO 15/6-9 S,2985.39,4136.986301369992,,,4205.687944577643
NO 15/6-9 S,2985.54,4136.986301369992,,,4197.829606405272
NO 15/6-9 S,2985.69,4136.986301369992,,,4172.585701255184
NO 15/6-9 S,2985.84,4136.986301369992,,,4161.123962176365
NO 15/6-9 S,2986.0,4136.986301369992,,,4158.499403852915
NO 15/6-9 S,2986.15,4136.986301369992,,,4070.7416910058655
NO 15/6-9 S,2986.3,4136.986301369992,,,4033.2323525574375
NO 15/6-9 S,2986.45,4136.986301369992,,,4032.41970186289
NO 15/6-9 S,2986.6,4136.986301369992,,,3989.8285551820254
NO 15/6-9 S,2986.75,4136.986301369992,,,4016.468575350163
NO 15/6-9 S,2986.9,4136.986301369992,,,4090.345094685853
NO 15/6-9 S,2987.06,4136.986301369992,,,4126.796080356085
NO 15/6-9 S,2987.21,4136.986301369992,,,4068.2602821674864
NO 15/6-9 S,2987.36,4136.986301369992,,,4060.229941158637
NO 15/6-9 S,2987.51,4136.986301369992,,,4063.239361591511
NO 15/6-9 S,2987.66,4136.986301369992,,,4076.056976536596
NO 15/6-9 S,2987.81,4136.986301369992,,,4047.505067680845
NO 15/6-9 S,2987.96,4136.986301369992,,,3973.042230649441
NO 15/6-9 S,2988.12,4136.986301369992,,,4083.46943781692
NO 15/6-9 S,2988.27,4136.986301369992,,,4182.375732121579
NO 15/6-9 S,2988.42,4136.986301369992,,,4231.40686781768
NO 15/6-9 S,2988.57,4136.986301369992,,,4233.929023625131
NO 15/6-9 S,2988.72,4136.986301369992,,,4255.230037903379
NO 15/6-9 S,2988.87,4136.986301369992,,,4261.37555189567
NO 15/6-9 S,2989.02,4136.986301369992,,,4254.927088306488
NO 15/6-9 S,2989.17,4136.986301369992,,,4222.6096642069415
NO 15/6-9 S,2989.33,4136.986301369992,,,4243.587490995603
NO 15/6-9 S,2989.48,4136.986301369992,,,4271.109517385644
NO 15/6-9 S,2989.63,4136.986301369992,,,4242.6961387428455
NO 15/6-9 S,2989.78,4136.986301369992,,,4210.041861462827
NO 15/6-9 S,2989.93,4136.986301369992,,,4159.502169819045
NO 15/6-9 S,2990.08,4136.986301369992,,,4183.310813268287
NO 15/6-9 S,2990.23,4136.986301369992,,,4159.1582125771965
NO 15/6-9 S,2990.39,4136.986301369992,,,4147.467507082196
NO 15/6-9 S,2990.54,4136.986301369992,,,4148.393252981351
NO 15/6-9 S,2990.69,4136.986301369992,,,4171.11307137612
NO 15/6-9 S,2990.84,4136.986301369992,,,4190.939074223209
NO 15/6-9 S,2990.99,4136.986301369992,,,4167.109285312048
NO 15/6-9 S,2991.14,4136.986301369992,,,4184.967317300021
NO 15/6-9 S,2991.29,4136.986301369992,,,4220.771847340997
NO 15/6-9 S,2991.45,4136.986301369992,,,4216.597540567113
NO 15/6-9 S,2991.6,4136.986301369992,,,4189.717789242075
NO 15/6-9 S,2991.75,4136.986301369992,,,4132.266698770366
NO 15/6-9 S,2991.9,4136.986301369992,,,4134.381505750425
NO 15/6-9 S,2992.05,4136.986301369992,,,4197.565990130486
NO 15/6-9 S,2992.2,4136.986301369992,,,4179.858430608522
NO 15/6-9 S,2992.35,4136.986301369992,,,4173.594130020602
NO 15/6-9 S,2992.51,4136.986301369992,,,4180.190341291695
NO 15/6-9 S,2992.66,4136.986301369992,,,4183.1253710671
NO 15/6-9 S,2992.81,4136.986301369992,,,4131.68302779709
NO 15/6-9 S,2992.96,4136.986301369992,,,3992.322376364404
NO 15/6-9 S,2993.11,4136.986301369992,,,3962.110369731972
NO 15/6-9 S,2993.26,4136.986301369992,,,4017.363763194332
NO 15/6-9 S,2993.41,4136.986301369992,,,3974.29072014852
NO 15/6-9 S,2993.56,4136.986301369992,,,3968.9065857676414
NO 15/6-9 S,2993.72,4136.986301369992,,,3963.445279423543
NO 15/6-9 S,2993.87,4136.986301369992,,,3965.061666595552
NO 15/6-9 S,2994.02,4136.986301369992,,,3968.451849385796
NO 15/6-9 S,2994.17,4136.986301369992,,,3871.384675413354
NO 15/6-9 S,2994.32,4136.986301369992,,,3904.1960500756695
NO 15/6-9 S,2994.47,4136.986301369992,,,3891.643270629955
NO 15/6-9 S,2994.62,4136.986301369992,,,3865.272429422637
NO 15/6-9 S,2994.78,4136.986301369992,,,3837.358447048231
NO 15/6-9 S,2994.93,4136.986301369992,,,3810.676871479297
NO 15/6-9 S,2995.08,4136.986301369992,,,3836.767206415558
NO 15/6-9 S,2995.23,4136.986301369992,,,3844.708587360975
NO 15/6-9 S,2995.38,4136.986301369992,,,3891.997577972112
NO 15/6-9 S,2995.53,4136.986301369992,,,3892.3330616277135
NO 15/6-9 S,2995.68,4136.986301369992,,,3977.456901748985
NO 15/6-9 S,2995.84,4136.986301369992,,,4085.910833039201
NO 15/6-9 S,2995.99,4136.986301369992,,,4141.880046642353
NO 15/6-9 S,2996.14,4136.986301369992,,,4198.307206171182
NO 15/6-9 S,2996.29,4136.986301369992,,,4363.432091296513
NO 15/6-9 S,2996.44,4136.986301369992,,,4413.245412063624
NO 15/6-9 S,2996.59,4136.986301369992,,,4392.744189666242
NO 15/6-9 S,2996.74,4136.986301369992,,,4363.195359209219
NO 15/6-9 S,2996.89,4136.986301369992,,,4325.863554769861
NO 15/6-9 S,2997.05,4136.986301369992,,,4388.589437091414
NO 15/6-9 S,2997.2,4136.986301369992,,,4486.265228353549
NO 15/6-9 S,2997.35,4136.986301369992,,,4553.773521480275
NO 15/6-9 S,2997.5,4136.986301369992,,,4509.0058071201765
NO 15/6-9 S,2997.65,4136.986301369992,,,4499.46148177541
NO 15/6-9 S,2997.8,4136.986301369992,,,4365.680764750394
NO 15/6-9 S,2997.95,4136.986301369992,,,4220.340546035635
NO 15/6-9 S,2998.11,4136.986301369992,,,4147.078139904838
NO 15/6-9 S,2998.26,4136.986301369992,,,4054.440709990033
NO 15/6-9 S,2998.41,4136.986301369992,,,4114.971882375527
NO 15/6-9 S,2998.5,4136.986301369992,2288.756583466912,2620.2,
NO 15/6-9 S,2998.56,4288.571428571491,,,4134.590693833967
NO 15/6-9 S,2998.71,4288.571428571491,,,4112.232650911383
NO 15/6-9 S,2998.86,4288.571428571491,,,4125.640926033133
NO 15/6-9 S,2999.01,4288.571428571491,,,4116.986716909753
NO 15/6-9 S,2999.17,4288.571428571491,,,4043.2763219875305
NO 15/6-9 S,2999.32,4288.571428571491,,,3888.491137863341
NO 15/6-9 S,2999.47,4288.571428571491,,,3870.4132809015937
NO 15/6-9 S,2999.62,4288.571428571491,,,3784.422037553684
NO 15/6-9 S,2999.77,4288.571428571491,,,3858.6640236674857
NO 15/6-9 S,2999.92,4288.571428571491,,,3889.824548238611
NO 15/6-9 S,3000.07,4288.571428571491,,,4277.720025750527
NO 15/6-9 S,3000.23,4288.571428571491,,,4639.29341491265
NO 15/6-9 S,3000.38,4288.571428571491,,,4771.0543513565335
NO 15/6-9 S,3000.53,4288.571428571491,,,4935.225169648365
NO 15/6-9 S,3000.68,4288.571428571491,,,5245.034124556827
NO 15/6-9 S,3000.83,4288.571428571491,,,5042.720011408989
NO 15/6-9 S,3000.98,4288.571428571491,,,4954.444468284729
NO 15/6-9 S,3001.13,4288.571428571491,,,4935.403374501097
NO 15/6-9 S,3001.28,4288.571428571491,,,4996.337166863728
NO 15/6-9 S,3001.44,4288.571428571491,,,5157.135272267303
NO 15/6-9 S,3001.59,4288.571428571491,,,5214.627783701072
NO 15/6-9 S,3001.74,4288.571428571491,,,5101.266329115027
NO 15/6-9 S,3001.89,4288.571428571491,,,5025.29547105138
NO 15/6-9 S,3002.04,4288.571428571491,,,4973.686619559153
NO 15/6-9 S,3002.19,4288.571428571491,,,4781.713522648191
NO 15/6-9 S,3002.34,4288.571428571491,,,4701.054282370492
NO 15/6-9 S,3002.5,4288.571428571491,,,4743.463886490528
NO 15/6-9 S,3002.65,4288.571428571491,,,4743.266794284612
NO 15/6-9 S,3002.8,4288.571428571491,,,4743.247602660264
NO 15/6-9 S,3002.95,4288.571428571491,,,4829.97551259462
NO 15/6-9 S,3003.1,4288.571428571491,,,4905.341237456015
NO 15/6-9 S,3003.25,4288.571428571491,,,4977.655259812212
NO 15/6-9 S,3003.4,4288.571428571491,,,5032.358660560474
NO 15/6-9 S,3003.56,4288.571428571491,,,4913.742696893493
NO 15/6-9 S,3003.71,4288.571428571491,,,4808.569855914864
NO 15/6-9 S,3003.86,4288.571428571491,,,4689.676649256807
NO 15/6-9 S,3004.01,4288.571428571491,,,4650.182826331691
NO 15/6-9 S,3004.16,4288.571428571491,,,4584.760304880544
NO 15/6-9 S,3004.31,4288.571428571491,,,4506.815005150751
NO 15/6-9 S,3004.46,4288.571428571491,,,4447.043416449859
NO 15/6-9 S,3004.61,4288.571428571491,,,4508.824381734114
NO 15/6-9 S,3004.77,4288.571428571491,,,4497.960201611327
NO 15/6-9 S,3004.92,4288.571428571491,,,4481.691891622457
NO 15/6-9 S,3005.07,4288.571428571491,,,4380.861900083865
NO 15/6-9 S,3005.22,4288.571428571491,,,4391.790981872192
NO 15/6-9 S,3005.37,4288.571428571491,,,4424.092201100538
NO 15/6-9 S,3005.52,4288.571428571491,,,4456.508468901306
NO 15/6-9 S,3005.67,4288.571428571491,,,4428.107967383673
NO 15/6-9 S,3005.83,4288.571428571491,,,4406.281090086186
NO 15/6-9 S,3005.98,4288.571428571491,,,4404.14185844961
NO 15/6-9 S,3006.13,4288.571428571491,,,4367.364723815048
NO 15/6-9 S,3006.28,4288.571428571491,,,4363.152887568363
NO 15/6-9 S,3006.43,4288.571428571491,,,4369.963269655838
NO 15/6-9 S,3006.58,4288.571428571491,,,4285.295517381246
NO 15/6-9 S,3006.73,4288.571428571491,,,4392.132089049614
NO 15/6-9 S,3006.89,4288.571428571491,,,4490.836659960862
NO 15/6-9 S,3007.04,4288.571428571491,,,4443.018506309072
NO 15/6-9 S,3007.19,4288.571428571491,,,4407.032223820559
NO 15/6-9 S,3007.34,4288.571428571491,,,4462.091110396057
NO 15/6-9 S,3007.49,4288.571428571491,,,4477.719160333638
NO 15/6-9 S,3007.64,4288.571428571491,,,4458.888042850967
NO 15/6-9 S,3007.79,4288.571428571491,,,4430.332369406578
NO 15/6-9 S,3007.94,4288.571428571491,,,4449.483689094956
NO 15/6-9 S,3008.1,4288.571428571491,,,4444.476199961184
NO 15/6-9 S,3008.25,4288.571428571491,,,4446.811149124279
NO 15/6-9 S,3008.4,4288.571428571491,,,4486.635698870789
NO 15/6-9 S,3008.55,4288.571428571491,,,4547.894793227457
NO 15/6-9 S,3008.7,4288.571428571491,,,4610.665734448949
NO 15/6-9 S,3008.85,4288.571428571491,,,4614.593622050248
NO 15/6-9 S,3009.0,4288.571428571491,,,4586.371854844341
NO 15/6-9 S,3009.15,4288.571428571491,,,4586.270409693281
NO 15/6-9 S,3009.31,4288.571428571491,,,4650.968326112226
