unique_wellbore_identifier;md;tvd;tvd_ss;time;calc_tvd;calc_tvd_ss;source_file
NO 6603/5-1 S;3796.13;3779.35;3741.9;3997.3999999999996;3779.35;3779.35;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3811.37;3793.5;3756.17;4006.1;3793.5;3793.5;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3826.61;3807.52;3770.44;4014.7000000000003;3807.52;3807.52;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3841.85;3821.54;3784.66;4023.2999999999997;3821.54;3821.54;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3857.14;3835.49;3798.79;4031.7999999999997;3835.49;3835.49;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3872.38;3849.25;3812.81;4040.1;3849.25;3849.25;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3887.62;3862.87;3826.83;4048.4;3862.87;3862.87;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3902.86;3876.39;3840.63;4056.4;3876.39;3876.39;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3917.96;3889.65;3854.25;4064.3;3889.65;3889.65;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3933.2;3902.96;3867.79;4072.0;3902.96;3902.96;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3948.44;3916.23;3881.25;4079.7;3916.23;3916.23;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3963.68;3929.5;3894.61;4087.2999999999997;3929.5;3929.5;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3979.1;3942.93;3908.06;4094.9;3942.93;3942.93;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;3994.34;3956.22;3921.33;4102.400000000001;3956.22;3956.22;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4009.58;3969.51;3934.6;4109.9;3969.51;3969.51;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4024.82;3982.8;3947.87;4117.5;3982.8;3982.8;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4039.79;3995.84;3960.91;4125.0;3995.84;3995.84;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4055.03;4009.12;3974.21;4132.7;4009.12;4009.12;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4085.51;4035.67;4000.77;4148.3;4035.67;4035.67;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4100.87;4049.04;4014.14;4156.4;4049.04;4049.04;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4116.11;4062.32;4027.42;4164.4;4062.32;4062.32;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4131.35;4075.6;4040.69;4172.6;4075.6;4075.6;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4146.59;4088.87;4053.97;4180.900000000001;4088.87;4088.87;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4161.67;4101.99;4067.1;4189.2;4101.99;4101.99;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4176.91;4115.24;4080.38;4197.6;4115.24;4115.24;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4192.15;4128.46;4093.65;4206.1;4128.46;4128.46;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4207.39;4141.67;4106.9;4214.599999999999;4141.67;4141.67;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4222.76;4155.0;4120.26;4223.200000000001;4155.0;4155.0;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4238.0;4168.21;4133.48;4231.8;4168.21;4168.21;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4253.24;4181.43;4146.7;4240.3;4181.43;4181.43;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4268.48;4194.65;4159.91;4248.700000000001;4194.65;4194.65;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4283.85;4208.0;4173.23;4257.2;4208.0;4208.0;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4299.09;4221.24;4186.45;4265.5;4221.24;4221.24;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4314.33;4234.48;4199.68;4273.799999999999;4234.48;4234.48;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4329.57;4247.7;4212.91;4282.099999999999;4247.7;4247.7;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4344.71;4260.84;4226.07;4290.2;4260.84;4260.84;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4359.95;4274.01;4239.31;4298.4;4274.01;4274.01;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4375.19;4287.18;4252.52;4306.5;4287.18;4287.18;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4390.43;4300.34;4265.72;4314.6;4300.34;4300.34;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4405.76;4313.59;4278.98;4322.8;4313.59;4313.59;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4421.0;4326.75;4292.15;4330.9;4326.75;4326.75;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4436.24;4339.91;4305.31;4339.1;4339.91;4339.91;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4451.48;4353.07;4318.47;4347.299999999999;4353.07;4353.07;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4466.6;4366.13;4331.53;4355.5;4366.13;4366.13;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4481.85;4379.29;4344.69;4363.8;4379.29;4379.29;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4497.08;4392.44;4357.85;4372.099999999999;4392.44;4392.44;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4512.33;4405.6;4371.01;4380.5;4405.6;4405.6;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4527.68;4418.86;4384.26;4389.0;4418.86;4418.86;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4542.92;4432.02;4397.42;4397.400000000001;4432.02;4432.02;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4558.16;4445.17;4410.57;4405.8;4445.17;4445.17;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4573.4;4458.33;4423.73;4414.1;4458.33;4458.33;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4588.68;4471.53;4436.93;4422.5;4471.53;4471.53;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4603.92;4484.71;4450.08;4430.7;4484.71;4484.71;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4619.16;4497.91;4463.24;4438.799999999999;4497.91;4497.91;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4634.4;4511.11;4476.41;4446.799999999999;4511.11;4511.11;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4649.49;4524.19;4489.47;4454.6;4524.19;4524.19;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4664.73;4537.4;4502.66;4462.3;4537.4;4537.4;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4679.97;4550.62;4515.87;4470.0;4550.62;4550.62;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4695.21;4563.83;4529.08;4477.5;4563.83;4563.83;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4710.56;4577.15;4542.39;4485.0;4577.15;4577.15;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4725.8;4590.4;4555.6;4492.4;4590.4;4590.4;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4741.04;4603.66;4568.82;4499.7;4603.66;4603.66;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4756.28;4616.94;4582.05;4506.9;4616.94;4616.94;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4771.6;4630.3;4595.38;4514.2;4630.3;4630.3;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4786.84;4643.65;4608.64;4521.4;4643.65;4643.65;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4802.08;4657.01;4621.93;4528.6;4657.01;4657.01;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4817.32;4670.39;4635.24;4535.8;4670.39;4670.39;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4832.43;4683.64;4648.49;4542.900000000001;4683.64;4683.64;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4847.67;4696.99;4661.85;4550.099999999999;4696.99;4696.99;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4862.91;4710.33;4675.23;4557.299999999999;4710.33;4710.33;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4878.15;4723.66;4688.59;4564.4;4723.66;4723.66;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4893.46;4737.04;4701.99;4571.6;4737.04;4737.04;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4908.7;4750.35;4715.32;4578.599999999999;4750.35;4750.35;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4923.94;4763.66;4728.64;4585.6;4763.66;4763.66;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4939.18;4776.96;4741.96;4592.6;4776.96;4776.96;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4954.44;4790.3;4755.28;4599.5;4790.3;4790.3;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4969.68;4803.63;4768.59;4606.4;4803.63;4803.63;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;4984.92;4817.07;4781.91;4613.3;4817.07;4817.07;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5000.16;4830.51;4795.23;4620.099999999999;4830.51;4830.51;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5015.38;4844.02;4808.58;4627.0;4844.02;4844.02;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5030.62;4857.58;4822.02;4633.9;4857.58;4857.58;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5045.86;4871.22;4835.5;4640.900000000001;4871.22;4871.22;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5061.1;4884.96;4849.02;4647.9;4884.96;4884.96;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5076.4;4898.84;4862.68;4655.1;4898.84;4898.84;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5091.64;4912.75;4876.33;4662.200000000001;4912.75;4912.75;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5106.88;4926.69;4890.13;4669.400000000001;4926.69;4926.69;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5122.12;4940.75;4903.96;4676.700000000001;4940.75;4940.75;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5137.22;4954.72;4917.79;4684.0;4954.72;4954.72;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5152.46;4969.1;4931.74;4691.3;4969.1;4969.1;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5167.7;4983.47;4945.84;4698.599999999999;4983.47;4983.47;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5182.94;4998.04;4960.05;4706.1;4998.04;4998.04;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5198.39;5012.84;4974.61;4713.7;5012.84;5012.84;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;5213.63;5027.49;4989.06;4721.3;5027.49;5027.49;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6603/5-1 S;1213.7;1213.7;1174.28;1591.4;1213.7;1213.7;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;1651.35;1651.35;1611.35;2203.9;1651.35;1651.35;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;1736.35;1736.35;1696.35;2316.3;1736.35;1736.35;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;1906.38;1906.37;1866.37;2495.4;1906.37;1906.37;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;2246.31;2246.29;2206.29;2865.8;2246.29;2246.29;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;2331.34;2331.32;2291.32;2959.3;2331.32;2331.32;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;2416.31;2416.29;2376.29;3041.2;2416.29;2416.29;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;2501.27;2501.25;2461.25;3116.8;2501.25;2501.25;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;2841.27;2841.25;2801.25;3385.3;2841.25;2841.25;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;2926.24;2926.22;2886.22;3444.2;2926.22;2926.22;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3124.61;3124.58;3084.58;3593.1;3124.58;3124.58;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3152.93;3152.89;3112.9;3612.7;3152.89;3152.89;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3181.27;3181.23;3141.23;3630.8;3181.23;3181.23;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3209.32;3209.28;3169.28;3647.7;3209.28;3209.28;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3237.71;3237.67;3197.67;3668.0;3237.67;3237.67;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3266.08;3266.04;3226.04;3687.5;3266.04;3266.04;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3294.42;3294.38;3254.38;3707.1;3294.38;3294.38;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3322.76;3322.72;3282.72;3727.0;3322.72;3322.72;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3351.11;3351.06;3311.07;3745.1;3351.06;3351.06;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3379.44;3379.36;3339.4;3762.3;3379.36;3379.36;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3407.71;3407.54;3367.66;3780.4;3407.54;3407.54;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3436.01;3435.63;3395.9;3796.9;3435.63;3435.63;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3464.34;3463.59;3424.08;3813.1;3463.59;3463.59;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3492.68;3491.31;3452.13;3828.5;3491.31;3491.31;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
NO 6603/5-1 S;3520.98;3518.74;3479.93;3846.7;3518.74;3518.74;G:\Sub_Appl_Data\WellDB\NO\wells\6603\NO 6603-5-1 S\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2.ASC
